Team,Opponent,Matches,Wins,Draws,Losses
Senegal,Niger,3,3,0,0
Senegal,Madagascar,5,3,2,0
Senegal,Botswana,3,3,0,0
Senegal,Japan,4,2,2,0
Senegal,Ghana,7,2,3,2
Senegal,South Korea,4,2,1,1
Senegal,Tunisia,13,2,5,6
Senegal,Guinea-Bissau,2,2,0,0
Senegal,Togo,12,2,6,4
Senegal,Rwanda,3,2,1,0
Senegal,Bolivia,2,2,0,0
Senegal,Lesotho,2,2,0,0
Senegal,Mauritius,2,2,0,0
Senegal,Tanzania,3,2,1,0
Senegal,South Sudan,2,2,0,0
Senegal,England,2,1,0,1
Senegal,France,1,1,0,0
Senegal,Greece,1,1,0,0
Senegal,Brazil,3,1,1,1
Senegal,Norway,1,1,0,0
Senegal,Poland,1,1,0,0
Senegal,Sweden,1,1,0,0
Senegal,Peru,2,1,0,1
Senegal,Angola,5,1,3,1
Senegal,Sierra Leone,2,1,0,1
Senegal,Libya,4,1,1,2
Senegal,Central Africa,1,1,0,0
Senegal,Eswatini,2,1,1,0
Senegal,Ethiopia,1,1,0,0
Senegal,Qatar,1,1,0,0
Senegal,Oman,4,1,0,3
Senegal,Zaire,2,1,1,0
Senegal,Netherlands,1,0,0,1
Senegal,Turkiye,1,0,0,1
Senegal,Denmark,3,0,1,2
Senegal,Bosnia,1,0,1,0
Senegal,Uruguay,1,0,1,0
Senegal,USA,1,0,0,1
Senegal,Ireland,1,0,1,0
Senegal,Croatia,1,0,0,1
Senegal,Uzbekistan,1,0,1,0
Senegal,Luxembourg,1,0,1,0
Senegal,Iran,2,0,2,0
Senegal,Chile,1,0,0,1
Senegal,Saudi Arabia,2,0,0,2
Senegal,Colombia,3,0,1,2
Senegal,UAE,3,0,2,1
Senegal,China,2,0,1,1
Senegal,Mexico,2,0,0,2
Sweden,Finland,91,69,11,11
Sweden,Norway,110,58,25,27
Sweden,Denmark,108,46,20,42
Sweden,Estonia,23,20,3,0
Sweden,Hungary,44,18,10,16
Sweden,Poland,29,16,4,9
Sweden,Germany,37,13,8,16
Sweden,Austria,39,13,6,20
Sweden,Malta,13,13,0,0
Sweden,Iceland,17,12,3,2
Sweden,Switzerland,31,11,7,13
Sweden,Bulgaria,16,11,2,3
Sweden,Latvia,17,11,4,2
Sweden,Moldova,9,9,0,0
Sweden,Netherlands,25,8,5,12
Sweden,England,25,7,9,9
Sweden,Portugal,21,7,6,8
Sweden,Italy,25,7,7,11
Sweden,Israel,12,7,4,1
Sweden,France,23,6,5,12
Sweden,Scotland,12,6,1,5
Sweden,Romania,11,6,2,3
Sweden,Wales,7,6,1,0
Sweden,Mexico,11,6,3,2
Sweden,Belgium,17,5,3,9
Sweden,Russia,11,5,4,2
Sweden,Belarus,5,5,0,0
Sweden,Slovakia,9,5,4,0
Sweden,Ireland,11,5,3,3
Sweden,Luxembourg,7,5,1,1
Sweden,Algeria,6,5,1,0
Sweden,Cyprus,6,5,1,0
Sweden,Lithuania,5,5,0,0
Sweden,Azerbaijan,6,5,0,1
Sweden,USSR,18,5,6,7
Sweden,Spain,18,4,6,8
Sweden,Albania,6,4,1,1
Sweden,Liechtenstein,4,4,0,0
Sweden,N. Ireland,8,4,1,3
Sweden,Thailand,5,4,1,0
Sweden,Faroe Islands,5,4,1,0
Sweden,San Marino,4,4,0,0
Sweden,Yugoslavia,11,4,2,5
Sweden,Greece,10,3,4,3
Sweden,Turkiye,12,3,4,5
Sweden,USA,7,3,0,4
Sweden,South Korea,5,3,2,0
Sweden,Macedonia,3,3,0,0
Sweden,ČSR,16,3,4,9
Sweden,Kosovo,5,3,0,2
Sweden,Japan,5,2,2,1
Sweden,Brazil,15,2,3,10
Sweden,Nigeria,2,2,0,0
Sweden,Czechia,4,2,2,0
Sweden,Uruguay,3,2,0,1
Sweden,Croatia,6,2,0,4
Sweden,Slovenia,6,2,4,0
Sweden,Tunisia,4,2,1,1
Sweden,Egypt,4,2,0,2
Sweden,Ukraine,6,2,0,4
Sweden,Saudi Arabia,3,2,1,0
Sweden,China,3,2,1,0
Sweden,Kazakhstan,2,2,0,0
Sweden,Montenegro,3,2,1,0
Sweden,Qatar,3,2,1,0
Sweden,Denmark League,2,2,0,0
Sweden,Australia,5,1,2,2
Sweden,Argentina,3,1,1,1
Sweden,Serbia,5,1,0,4
Sweden,Bosnia,1,1,0,0
Sweden,Uzbekistan,1,1,0,0
Sweden,Paraguay,3,1,1,1
Sweden,Iran,1,1,0,0
Sweden,Ivory Coast,3,1,0,2
Sweden,Georgia,2,1,0,1
Sweden,Jamaica,2,1,1,0
Sweden,South Africa,3,1,1,1
Sweden,Cuba,1,1,0,0
Sweden,UAE,2,1,0,1
Sweden,Armenia,1,1,0,0
Sweden,Trinidad,2,1,1,0
Sweden,Bahrain,1,1,0,0
Sweden,Costa Rica,2,1,0,1
Sweden,New Zealand,1,1,0,0
Sweden,Oman,1,1,0,0
Sweden,Botswana,1,1,0,0
Sweden,Singapore,1,1,0,0
Sweden,North Korea,3,1,2,0
Sweden,Malaysia,1,1,0,0
Sweden,Barbados,1,1,0,0
Sweden,East Germany,6,1,1,4
Sweden,Norway U23,1,1,0,0
Sweden,Romania B,1,1,0,0
Sweden,E. Germany U23,1,1,0,0
Sweden,USA Amateur,1,1,0,0
Sweden,Cameroon,1,0,1,0
Sweden,Senegal,1,0,0,1
Sweden,Venezuela,1,0,0,1
Sweden,Peru,1,0,1,0
Sweden,Chile,2,0,1,1
Sweden,Colombia,2,0,2,0
Sweden,Ecuador,2,0,1,1
Sweden,Syria,1,0,1,0
Sweden,Jordan,1,0,1,0
Sweden,England B,3,0,0,3
Sweden,Great Britain,1,0,0,1
Sweden,Hungary,2,0,1,1
Switzerland,Netherlands,33,15,3,15
Switzerland,France,39,13,10,16
Switzerland,Sweden,31,13,7,11
Switzerland,Austria,43,12,6,25
Switzerland,Hungary,47,12,5,30
Switzerland,Portugal,26,11,5,10
Switzerland,Luxembourg,13,11,1,1
Switzerland,Germany,55,9,9,37
Switzerland,Italy,62,9,24,29
Switzerland,Greece,15,9,4,2
Switzerland,Belgium,30,9,6,15
Switzerland,Liechtenstein,9,9,0,0
Switzerland,Ireland,19,7,4,8
Switzerland,Iceland,8,7,1,0
Switzerland,Slovenia,11,7,2,2
Switzerland,ČSR,27,7,6,14
Switzerland,Bulgaria,12,6,4,2
Switzerland,Norway,20,6,6,8
Switzerland,Albania,7,6,1,0
Switzerland,Faroe Islands,6,6,0,0
Switzerland,Scotland,17,5,4,8
Switzerland,Turkiye,16,5,3,8
Switzerland,USA,10,5,4,1
Switzerland,Malta,7,5,2,0
Switzerland,Cyprus,8,5,1,2
Switzerland,Lithuania,5,5,0,0
Switzerland,Wales,8,5,1,2
Switzerland,Estonia,5,5,0,0
Switzerland,Romania,15,4,5,6
Switzerland,Belarus,5,4,1,0
Switzerland,Latvia,5,4,1,0
Switzerland,Mexico,6,4,1,1
Switzerland,San Marino,4,4,0,0
Switzerland,Andorra,4,4,0,0
Switzerland,England,28,3,5,20
Switzerland,Finland,6,3,0,3
Switzerland,Georgia,4,3,1,0
Switzerland,UAE,4,3,0,1
Switzerland,Israel,9,3,5,1
Switzerland,N. Ireland,9,3,4,2
Switzerland,Moldova,3,3,0,0
Switzerland,Spain,27,2,5,20
Switzerland,Japan,3,2,0,1
Switzerland,Denmark,15,2,8,5
Switzerland,Serbia,4,2,1,1
Switzerland,Brazil,10,2,4,4
Switzerland,Czechia,6,2,0,4
Switzerland,Algeria,2,2,0,0
Switzerland,Tunisia,3,2,1,0
Switzerland,Jamaica,2,2,0,0
Switzerland,Chile,4,2,0,2
Switzerland,Oman,2,2,0,0
Switzerland,Yugoslavia,13,2,5,6
Switzerland,Gibraltar,2,2,0,0
Switzerland,Cameroon,1,1,0,0
Switzerland,Poland,11,1,5,5
Switzerland,Slovakia,3,1,0,2
Switzerland,Venezuela,1,1,0,0
Switzerland,Croatia,4,1,2,1
Switzerland,Panama,1,1,0,0
Switzerland,Peru,1,1,0,0
Switzerland,South Korea,2,1,0,1
Switzerland,Honduras,2,1,1,0
Switzerland,Egypt,1,1,0,0
Switzerland,Ukraine,4,1,1,2
Switzerland,Togo,1,1,0,0
Switzerland,Colombia,4,1,1,2
Switzerland,China,1,1,0,0
Switzerland,Ecuador,1,1,0,0
Switzerland,Costa Rica,3,1,1,1
Switzerland,Azerbaijan,2,1,0,1
Switzerland,Montenegro,2,1,0,1
Switzerland,Jordan,1,1,0,0
Switzerland,Kosovo,5,1,4,0
Switzerland,Australia,1,0,1,0
Switzerland,Argentina,7,0,2,5
Switzerland,Ghana,1,0,0,1
Switzerland,Nigeria,1,0,0,1
Switzerland,Bosnia,1,0,0,1
Switzerland,Russia,5,0,1,4
Switzerland,Uruguay,4,0,1,3
Switzerland,Canada,1,0,0,1
Switzerland,Morocco,2,0,0,2
Switzerland,Zimbabwe,1,0,0,1
Switzerland,Ivory Coast,2,0,1,1
Switzerland,Bolivia,1,0,1,0
Switzerland,Kenya,1,0,1,0
Switzerland,Qatar,1,0,0,1
Switzerland,East Germany,5,0,1,4
Switzerland,USSR,7,0,3,4
Switzerland,Saar,1,0,1,0
Switzerland,England B,1,0,0,1
Switzerland,England Ama.,3,0,0,3
Tunisia,Egypt,26,13,4,9
Tunisia,Libya,14,11,1,2
Tunisia,Algeria,32,9,11,12
Tunisia,Mauritania,14,9,5,0
Tunisia,Zambia,13,8,3,2
Tunisia,Equat. Guinea,11,7,1,3
Tunisia,Nigeria,18,6,6,6
Tunisia,Senegal,13,6,5,2
Tunisia,Mali,14,6,3,5
Tunisia,Togo,8,6,2,0
Tunisia,DR Congo,9,6,3,0
Tunisia,Liberia,8,6,1,1
Tunisia,Ghana,18,5,4,9
Tunisia,Morocco,31,5,16,10
Tunisia,Guinea,12,5,4,3
Tunisia,UAE,5,5,0,0
Tunisia,Kenya,6,5,1,0
Tunisia,Sudan,6,5,0,1
Tunisia,Madagascar,5,5,0,0
Tunisia,Botswana,9,5,2,2
Tunisia,Seychelles,4,4,0,0
Tunisia,Namibia,6,4,1,1
Tunisia,Ivory Coast,18,4,7,7
Tunisia,Congo,5,4,1,0
Tunisia,Saudi Arabia,7,4,1,2
Tunisia,Rwanda,4,4,0,0
Tunisia,Gabon,9,4,4,1
Tunisia,Malawi,9,4,3,2
Tunisia,Uganda,4,4,0,0
Tunisia,Niger,5,4,1,0
Tunisia,Iraq,4,3,0,1
Tunisia,Angola,7,3,4,0
Tunisia,Malta,10,3,3,4
Tunisia,South Africa,7,3,1,3
Tunisia,Cape Verde,4,3,1,0
Tunisia,Burundi,3,3,0,0
Tunisia,Iran,4,2,2,0
Tunisia,Benin,2,2,0,0
Tunisia,Burkina Faso,8,2,2,4
Tunisia,Swaziland,2,2,0,0
Tunisia,Chad,2,2,0,0
Tunisia,São Tomé and P.,2,2,0,0
Tunisia,Djibouti,2,2,0,0
Tunisia,France,5,1,2,2
Tunisia,Belgium,5,1,1,3
Tunisia,Bulgaria,2,1,1,0
Tunisia,Kuwait,1,1,0,0
Tunisia,Australia,3,1,0,2
Tunisia,Cameroon,13,1,7,5
Tunisia,Japan,6,1,0,5
Tunisia,Poland,3,1,0,2
Tunisia,Bosnia,1,1,0,0
Tunisia,Belarus,1,1,0,0
Tunisia,Canada,2,1,1,0
Tunisia,Latvia,1,1,0,0
Tunisia,Croatia,2,1,0,1
Tunisia,Sweden,4,1,1,2
Tunisia,Iceland,1,1,0,0
Tunisia,Panama,1,1,0,0
Tunisia,Zimbabwe,2,1,1,0
Tunisia,South Korea,3,1,1,1
Tunisia,Chile,2,1,0,1
Tunisia,Wales,1,1,0,0
Tunisia,Mozambique,3,1,1,1
Tunisia,China,3,1,1,1
Tunisia,The Gambia,4,1,0,3
Tunisia,Sierra Leone,4,1,3,0
Tunisia,Mexico,1,1,0,0
Tunisia,Bahrain,2,1,0,1
Tunisia,Costa Rica,1,1,0,0
Tunisia,New Zealand,1,1,0,0
Tunisia,Central Africa,1,1,0,0
Tunisia,Ethiopia,4,1,1,2
Tunisia,Haiti,1,1,0,0
Tunisia,Qatar,3,1,0,2
Tunisia,Oman,3,1,1,1
Tunisia,Mauritius,2,1,1,0
Tunisia,Tanzania,3,1,2,0
Tunisia,Chinese Taipei,1,1,0,0
Tunisia,Jordan,2,1,1,0
Tunisia,Comoros,3,1,1,1
Tunisia,Yugoslavia,5,1,0,4
Tunisia,Germany,3,0,2,1
Tunisia,England,3,0,1,2
Tunisia,Portugal,2,0,2,0
Tunisia,Spain,2,0,0,2
Tunisia,Italy,1,0,0,1
Tunisia,Netherlands,3,0,2,1
Tunisia,Turkiye,5,0,4,1
Tunisia,Austria,3,0,1,2
Tunisia,Switzerland,3,0,1,2
Tunisia,Denmark,2,0,1,1
Tunisia,Argentina,1,0,0,1
Tunisia,Brazil,3,0,1,2
Tunisia,Norway,2,0,1,1
Tunisia,Finland,3,0,1,2
Tunisia,Romania,1,0,1,0
Tunisia,Russia,1,0,0,1
Tunisia,Uruguay,1,0,0,1
Tunisia,USA,1,0,1,0
Tunisia,Ireland,1,0,0,1
Tunisia,Peru,1,0,1,0
Tunisia,Slovenia,2,0,1,1
Tunisia,Georgia,2,0,1,1
Tunisia,Ukraine,1,0,0,1
Tunisia,Colombia,2,0,1,1
Tunisia,Syria,5,0,1,4
Tunisia,India,1,0,1,0
Tunisia,East Germany,4,0,0,4
Tunisia,USSR,1,0,0,1
Tunisia,Palestine,1,0,1,0
Tunisia,USSR U23,1,0,0,1
Tunisia,Serbia-Mont.,1,0,0,1
Tunisia,Zaire,1,0,1,0
Tunisia,France B,1,0,1,0
Tunisia,USSR,1,0,0,1
Tunisia,Austria B,1,0,0,1
Türkiye,Moldova,12,10,2,0
Türkiye,Bulgaria,25,9,6,10
Türkiye,Greece,11,8,2,1
Türkiye,Austria,18,8,1,9
Türkiye,Switzerland,16,8,3,5
Türkiye,Luxembourg,9,7,1,1
Türkiye,Czechia,12,6,1,5
Türkiye,Romania,27,6,7,14
Türkiye,Hungary,19,6,2,11
Türkiye,Albania,12,6,2,4
Türkiye,Georgia,8,6,1,1
Türkiye,North Macedonia,9,6,2,1
Türkiye,Azerbaijan,8,6,1,1
Türkiye,Kazakhstan,6,6,0,0
Türkiye,Norway,11,5,3,3
Türkiye,Finland,15,5,4,6
Türkiye,Sweden,12,5,4,3
Türkiye,Iran,7,5,2,0
Türkiye,Malta,6,5,1,0
Türkiye,N. Ireland,12,5,2,5
Türkiye,Estonia,8,5,3,0
Türkiye,Germany,22,4,4,14
Türkiye,Netherlands,15,4,4,7
Türkiye,Slovakia,6,4,1,1
Türkiye,Latvia,10,4,5,1
Türkiye,Iceland,15,4,3,8
Türkiye,South Korea,7,4,2,1
Türkiye,Ukraine,9,4,3,2
Türkiye,Israel,6,4,0,2
Türkiye,Andorra,4,4,0,0
Türkiye,Belgium,11,3,5,3
Türkiye,Poland,18,3,3,12
Türkiye,Ireland,14,3,6,5
Türkiye,Croatia,12,3,5,4
Türkiye,Honduras,3,3,0,0
Türkiye,Egypt,5,3,0,2
Türkiye,Saudi Arabia,3,3,0,0
Türkiye,Wales,11,3,4,4
Türkiye,Armenia,4,3,1,0
Türkiye,San Marino,4,3,1,0
Türkiye,Montenegro,6,3,2,1
Türkiye,Pakistan,4,3,1,0
Türkiye,East Germany,5,3,1,1
Türkiye,Kosovo,3,3,0,0
Türkiye,Portugal,10,2,0,8
Türkiye,Scotland,2,2,0,0
Türkiye,Australia,2,2,0,0
Türkiye,Denmark,10,2,5,3
Türkiye,Bosnia,6,2,2,2
Türkiye,Belarus,4,2,1,1
Türkiye,USA,5,2,1,2
Türkiye,Canada,2,2,0,0
Türkiye,Chile,3,2,1,0
Türkiye,Lithuania,2,2,0,0
Türkiye,China,2,2,0,0
Türkiye,Liechtenstein,2,2,0,0
Türkiye,USSR,14,2,0,12
Türkiye,Gibraltar,2,2,0,0
Türkiye,Spain,13,1,5,7
Türkiye,France,6,1,1,4
Türkiye,Japan,3,1,0,2
Türkiye,Russia,8,1,3,4
Türkiye,Senegal,1,1,0,0
Türkiye,Uzbekistan,1,1,0,0
Türkiye,Angola,1,1,0,0
Türkiye,Slovenia,2,1,0,1
Türkiye,Algeria,3,1,0,2
Türkiye,Tunisia,5,1,4,0
Türkiye,Colombia,1,1,0,0
Türkiye,New Zealand,1,1,0,0
Türkiye,Faroe Islands,3,1,1,1
Türkiye,Syria,1,1,0,0
Türkiye,Ethiopia,2,1,1,0
Türkiye,Qatar,1,1,0,0
Türkiye,Malaysia,1,1,0,0
Türkiye,ČSR,10,1,2,7
Türkiye,Yugoslavia,10,1,3,6
Türkiye,USSR U21,1,1,0,0
Türkiye,England,11,0,2,9
Türkiye,Italy,13,0,4,9
Türkiye,Cameroon,1,0,0,1
Türkiye,Serbia,2,0,2,0
Türkiye,Brazil,6,0,2,4
Türkiye,Ghana,2,0,2,0
Türkiye,Uruguay,1,0,0,1
Türkiye,Iraq,1,0,1,0
Türkiye,Paraguay,1,0,1,0
Türkiye,Ivory Coast,1,0,1,0
Türkiye,South Africa,1,0,0,1
Türkiye,Guinea,1,0,1,0
Türkiye,Ecuador,1,0,0,1
Türkiye,Mexico,1,0,0,1
Türkiye,Libya,1,0,0,1
Türkiye,Costa Rica,1,0,1,0
Türkiye,France B,2,0,1,1
Türkiye,Italy B,3,0,1,2
Uruguay,Argentina,195,60,45,90
Uruguay,Chile,67,38,13,16
Uruguay,Peru,55,31,10,14
Uruguay,Ecuador,46,29,9,8
Uruguay,Bolivia,43,28,7,8
Uruguay,Paraguay,55,26,11,18
Uruguay,Brazil,81,23,18,40
Uruguay,Venezuela,35,20,10,5
Uruguay,Colombia,43,20,11,12
Uruguay,Mexico,20,8,5,7
Uruguay,South Korea,10,7,2,1
Uruguay,Costa Rica,13,7,3,3
Uruguay,England,12,5,4,3
Uruguay,Panama,5,5,0,0
Uruguay,Italy,11,4,3,4
Uruguay,Israel,6,4,1,1
Uruguay,France,10,3,4,3
Uruguay,Netherlands,6,3,1,2
Uruguay,Switzerland,4,3,1,0
Uruguay,Australia,8,3,1,4
Uruguay,Japan,8,3,3,2
Uruguay,USA,10,3,4,3
Uruguay,Uzbekistan,3,3,0,0
Uruguay,Scotland,4,2,1,1
Uruguay,Ghana,2,2,0,0
Uruguay,Finland,2,2,0,0
Uruguay,Czechia,3,2,0,1
Uruguay,Romania,5,2,2,1
Uruguay,Ireland,4,2,1,1
Uruguay,Canada,2,2,0,0
Uruguay,Slovenia,2,2,0,0
Uruguay,Jamaica,3,2,0,1
Uruguay,Egypt,2,2,0,0
Uruguay,South Africa,3,2,1,0
Uruguay,China,4,2,1,1
Uruguay,N. Ireland,4,2,0,2
Uruguay,Libya,2,2,0,0
Uruguay,ČSR,3,2,0,1
Uruguay,Yugoslavia,5,2,0,3
Uruguay,Germany,11,1,2,8
Uruguay,Portugal,4,1,1,2
Uruguay,Turkiye,1,1,0,0
Uruguay,Austria,4,1,1,2
Uruguay,Norway,2,1,1,0
Uruguay,Poland,4,1,2,1
Uruguay,Nigeria,1,1,0,0
Uruguay,Russia,2,1,1,0
Uruguay,Hungary,4,1,2,1
Uruguay,Sweden,3,1,0,2
Uruguay,Iraq,1,1,0,0
Uruguay,Morocco,1,1,0,0
Uruguay,Luxembourg,1,1,0,0
Uruguay,Angola,1,1,0,0
Uruguay,Tunisia,1,1,0,0
Uruguay,Ukraine,1,1,0,0
Uruguay,Saudi Arabia,3,1,1,1
Uruguay,Cuba,1,1,0,0
Uruguay,Wales,2,1,1,0
Uruguay,UAE,1,1,0,0
Uruguay,Thailand,1,1,0,0
Uruguay,Estonia,2,1,0,1
Uruguay,Trinidad,1,1,0,0
Uruguay,Guatemala,2,1,1,0
Uruguay,Indonesia,1,1,0,0
Uruguay,Oman,1,1,0,0
Uruguay,Dominican Rep.,1,1,0,0
Uruguay,Nicaragua,1,1,0,0
Uruguay,Singapore,1,1,0,0
Uruguay,Jordan,2,1,1,0
Uruguay,East Germany,6,1,2,3
Uruguay,USSR,7,1,0,6
Uruguay,Tahiti,1,1,0,0
Uruguay,Saar,1,1,0,0
Uruguay,Spain,10,0,5,5
Uruguay,Belgium,2,0,0,2
Uruguay,Bulgaria,1,0,1,0
Uruguay,Denmark,2,0,0,2
Uruguay,Bosnia,1,0,0,1
Uruguay,Senegal,1,0,1,0
Uruguay,Iran,2,0,1,1
Uruguay,Honduras,2,0,0,2
Uruguay,Ivory Coast,1,0,0,1
Uruguay,Algeria,2,0,1,1
Uruguay,Georgia,1,0,0,1
Uruguay,Serbia-Mont.,1,0,1,0
Uzbekistan,Kyrgyzstan,13,13,0,0
Uzbekistan,Turkmenistan,14,12,1,1
Uzbekistan,Qatar,17,10,2,5
Uzbekistan,North Korea,11,9,1,1
Uzbekistan,China,14,8,1,5
Uzbekistan,Chinese Taipei,7,7,0,0
Uzbekistan,Jordan,14,7,4,3
Uzbekistan,Tajikistan,10,6,3,1
Uzbekistan,Malaysia,6,6,0,0
Uzbekistan,Yemen,6,6,0,0
Uzbekistan,Hong Kong,9,6,3,0
Uzbekistan,Iraq,11,5,3,3
Uzbekistan,UAE,19,5,5,9
Uzbekistan,Thailand,9,5,0,4
Uzbekistan,India,6,5,1,0
Uzbekistan,Kuwait,7,4,1,2
Uzbekistan,Lebanon,6,4,2,0
Uzbekistan,Saudi Arabia,12,4,1,7
Uzbekistan,Bahrain,11,4,4,3
Uzbekistan,Singapore,4,4,0,0
Uzbekistan,Palestine,5,4,0,1
Uzbekistan,Iran,18,3,5,10
Uzbekistan,Vietnam,3,3,0,0
Uzbekistan,Kazakhstan,7,3,3,1
Uzbekistan,Oman,8,3,1,4
Uzbekistan,Bangladesh,3,3,0,0
Uzbekistan,Azerbaijan,10,2,4,4
Uzbekistan,Syria,7,2,2,3
Uzbekistan,Philippines,2,2,0,0
Uzbekistan,Sri Lanka,2,2,0,0
Uzbekistan,Mongolia,2,2,0,0
Uzbekistan,Cambodia,2,2,0,0
Uzbekistan,Cameroon,1,1,0,0
Uzbekistan,Japan,11,1,3,7
Uzbekistan,Bosnia,2,1,1,0
Uzbekistan,Venezuela,2,1,1,0
Uzbekistan,Latvia,1,1,0,0
Uzbekistan,South Korea,16,1,4,11
Uzbekistan,Egypt,1,1,0,0
Uzbekistan,Bolivia,1,1,0,0
Uzbekistan,Gabon,1,1,0,0
Uzbekistan,Burkina Faso,1,1,0,0
Uzbekistan,New Zealand,1,1,0,0
Uzbekistan,Uganda,1,1,0,0
Uzbekistan,Indonesia,2,1,1,0
Uzbekistan,Maldives,1,1,0,0
Uzbekistan,Israel U21,1,1,0,0
Uzbekistan,South Sudan,1,1,0,0
Uzbekistan,Belarus 2,1,1,0,0
Uzbekistan,Turkiye,1,0,0,1
Uzbekistan,Bulgaria,1,0,1,0
Uzbekistan,Australia,5,0,1,4
Uzbekistan,Nigeria,2,0,0,2
Uzbekistan,Russia,1,0,1,0
Uzbekistan,Uruguay,3,0,0,3
Uzbekistan,Belarus,3,0,1,2
Uzbekistan,Senegal,1,0,1,0
Uzbekistan,Slovakia,1,0,0,1
Uzbekistan,USA,1,0,0,1
Uzbekistan,Canada,2,0,0,2
Uzbekistan,Sweden,1,0,0,1
Uzbekistan,Albania,1,0,0,1
Uzbekistan,Morocco,1,0,0,1
Uzbekistan,Georgia,2,0,1,1
Uzbekistan,Ukraine,2,0,0,2
Uzbekistan,Israel,1,0,0,1
Uzbekistan,Estonia,2,0,2,0
Uzbekistan,Armenia,2,0,0,2
Uzbekistan,Mexico,1,0,1,0
Uzbekistan,Costa Rica,1,0,0,1
Uzbekistan,Montenegro,1,0,0,1
